SCHOOL_YEAR,STATENAME,ST,SCH_NAME,NCESSCH,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,SY_STATUS,SY_STATUS_TEXT,CHARTER_TEXT,GSLO,GSHI,LEVEL
2016-2017,ARIZONA,AZ,Carpe Diem Collegiate High School dba Carpe Diem e-Learning,40038102319,3777 W. 22nd Lane,,,Yuma,AZ,1,Open,Yes,06,12,Other
2016-2017,ARIZONA,AZ,iSchool2020,40038102866,3777 W 22nd Lane,,,Yuma,AZ,1,Open,Yes,07,12,High
2016-2017,ARIZONA,AZ,Toltecali High School,40038202331,251 W. Irvington Rd,,,Tucson,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Life Skills Center of Arizona,40038302353,8123 North 35th Avenue 2,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Desert Hills High School,40038401899,1515 S. Val Vista Dr.,,,Gilbert,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Crestview College Preparatory High School,40038502016,2616 East Greenway,,,Phoenix,AZ,1,Open,Yes,07,12,High
2016-2017,ARIZONA,AZ,Kaizen Education Foundation dba Summit High School,40038601894,728 E. McDowell Rd.,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Kaizen Education Foundation dba Quest High School,40038701735,217 E Olympic Dr,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Skyview High School,40038801736,4290 S Miller Rd,,,Buckeye,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Kaizen Education Foundation dba Maya High School,40038901737,3660 West Glendale Ave.,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Camelback Academy,40039002289,7634 West Camelback Road,,,Glendale,AZ,1,Open,Yes,KG,08,Elementary
2016-2017,ARIZONA,AZ,Midtown High School,40039103074,7318 West Lynwood St.,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Lifelong Learning Academy,40039302297,3295 W. Orange Grove,,,Tucson,AZ,1,Open,Yes,KG,08,Elementary
2016-2017,ARIZONA,AZ,Precision Academy,40039402323,7318 West Lynwood St.,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Leading Edge Academy Gilbert Elementary,40039502305,717 W. Ray Road,,,Gilbert,AZ,1,Open,Yes,KG,06,Elementary
2016-2017,ARIZONA,AZ,Leading Edge Academy Gilbert Early College,40039502536,717 W. Ray Road,,,Gilbert,AZ,1,Open,Yes,07,12,High
2016-2017,ARIZONA,AZ,Leading Edge Academy at East Mesa,40039502826,10115 E. University Drive,,,Mesa,AZ,1,Open,Yes,KG,06,Elementary
2016-2017,ARIZONA,AZ,Leading Edge Academy Online,40039503335,633 E. Ray Road,,,Gilbert,AZ,1,Open,Yes,06,12,Other
2016-2017,ARIZONA,AZ,All Aboard Charter School,40039602306,5827 North 35th Avenue,,,Phoenix,AZ,1,Open,Yes,KG,05,Elementary
2016-2017,ARIZONA,AZ,Learning Foundation,40039703119,851 North Stapley Drive bld  6,,,Mesa,AZ,1,Open,Yes,KG,12,Other
2016-2017,ARIZONA,AZ,Montessori Academy,40039902325,6050 N. Invergordon,,,Paradise Valley,AZ,1,Open,Yes,KG,08,Elementary
2016-2017,ARIZONA,AZ,New World Educational Center,40040101866,5818 N. 7th Street,Suite 200,,Phoenix,AZ,1,Open,Yes,KG,12,Other
2016-2017,ARIZONA,AZ,Westland School,40040201860,4141 N. 67th Ave,,,Phoenix,AZ,1,Open,Yes,KG,12,Other
2016-2017,ARIZONA,AZ,Westland School Brighton Campus,40040203429,8632 W. Northern Ave,,,Glendale,AZ,1,Open,Yes,KG,12,Other
2016-2017,ARIZONA,AZ,Akimel O'Otham Pee Posh (K-2),40040301989,3652 E. Blackwater School Road,,,Coolidge,AZ,1,Open,Yes,KG,02,Elementary
2016-2017,ARIZONA,AZ,Akimel O'Otham Pee Posh (3-5),40040401993,3652 E. Blackwater School Road,,,Coolidge,AZ,1,Open,Yes,03,05,Elementary
2016-2017,ARIZONA,AZ,Cornerstone Charter School,40040502053,7107 N Black Canyon Hwy,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Happy Valley School,40040602036,7140 W. Happy Valley Road,,,Peoria,AZ,1,Open,Yes,KG,06,Elementary
2016-2017,ARIZONA,AZ,City High School,40040702404,48 East Pennington St,,,Tucson,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Paulo Freire Freedom School - University,40040702558,300 E. University Blvd.,,,Tucson,AZ,5,Changed Boundary,Yes,06,08,Middle
2016-2017,ARIZONA,AZ,Paulo Freire Freedom School - Downtown,40040703448,47 E. Pennington St.,,,Tucson,AZ,5,Changed Boundary,Yes,06,08,Middle
2016-2017,ARIZONA,AZ,Satori Charter School,40040902406,3727 North First Avenue,,,Tucson,AZ,1,Open,Yes,02,08,Elementary
2016-2017,ARIZONA,AZ,Mohave Accelerated Elementary School,40041302411,625 Marina Blvd.,,,Bullhead City,AZ,1,Open,Yes,KG,05,Elementary
2016-2017,ARIZONA,AZ,Mohave Accelerated Elementary School East,40041302986,945 Thumb Butte,,,Bullhead City,AZ,1,Open,Yes,KG,05,Elementary
2016-2017,ARIZONA,AZ,Academy of Building Industries,40041402412,1547 E. Lippan Blvd.,,,Fort Mohave,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,AMCS at Anthem dba Caurus Academy,40041502414,41900 N. 42nd Ave.,Unit 110,,Anthem,AZ,1,Open,Yes,KG,08,Elementary
2016-2017,ARIZONA,AZ,StarShine Academy,40041602374,3535 East Mcdowell Road,,,Phoenix,AZ,1,Open,Yes,KG,12,Other
2016-2017,ARIZONA,AZ,AAEC - SMCC Campus,40041701588,7050 S. 24th Street,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Pillar Academy of Business & Finance,40042002522,1589 Plantation Drive,,,Mohave Valley,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Pillar Academy Online,40042003277,2400 W. Dunlap Avenue,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,East Valley High School,40042302525,7420 E. Main Street,,,Mesa,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Imagine Rosefield,40042402526,12050 N. Bullard Avenue,,,Surprise,AZ,1,Open,Yes,KG,05,Elementary
2016-2017,ARIZONA,AZ,Imagine East Mesa Elementary,40042502527,9701 E. Southern Ave.,,,Mesa,AZ,1,Open,Yes,KG,06,Elementary
2016-2017,ARIZONA,AZ,Arizona Agribusiness & Equine Center  Inc. - Red Mountain,40042602528,2165 N. Power Road,,,Mesa,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Arizona Connections Academy,40042703160,335 E Germann Rd.,,,Gilbert,AZ,1,Open,Yes,KG,12,Other
2016-2017,ARIZONA,AZ,Country Gardens Charter School,40042901994,6313 W Southern Ave,,,Laveen,AZ,1,Open,Yes,KG,12,Other
2016-2017,ARIZONA,AZ,Arizona Virtual Academy,40043202200,99 E. Virginia Ave.,,,Phoenix,AZ,1,Open,Yes,KG,12,Other
2016-2017,ARIZONA,AZ,Arizona Insight Academy,40043203324,99 E. Virginia Ave,,,Phoenix,AZ,1,Open,Yes,07,12,High
2016-2017,ARIZONA,AZ,Imagine Desert West Elementary,40043802653,6738 West McDowell Rd.,,,Phoenix,AZ,1,Open,Yes,KG,05,Elementary
2016-2017,ARIZONA,AZ,Desert Star Community School,40043902644,1240 S. Recycler Rd.,,,Cornville,AZ,1,Open,Yes,KG,08,Elementary
2016-2017,ARIZONA,AZ,Great Hearts Academies - Chandler Prep,40044002681,1951 N. Alma School Rd.,G-62,,Chandler,AZ,1,Open,Yes,KG,12,Other
2016-2017,ARIZONA,AZ,Imagine Surprise Middle,40044102658,14850 N. 156th Ave.,,,Surprise,AZ,1,Open,Yes,06,08,Middle
2016-2017,ARIZONA,AZ,Imagine East Mesa Middle,40044202683,9701 E. Southern Ave.,,,Mesa,AZ,1,Open,Yes,07,08,Middle
2016-2017,ARIZONA,AZ,Prescott Valley School,40044402321,9500 Lorna Lane,,,Prescott Valley,AZ,1,Open,Yes,KG,12,Other
2016-2017,ARIZONA,AZ,Imagine Camelback Elementary,40044502676,5050 North 19th Ave.,,,Phoenix,AZ,1,Open,Yes,KG,05,Elementary
2016-2017,ARIZONA,AZ,Imagine Tempe,40044602659,1538 East Southern Ave.,A-G,,Tempe,AZ,1,Open,Yes,KG,08,Elementary
2016-2017,ARIZONA,AZ,South Ridge High School,40044702671,1122 S. 67th Ave.,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Desert Sky Community School,40044802638,1350 N. Arcadia Ave,,,Tucson,AZ,1,Open,Yes,KG,05,Elementary
2016-2017,ARIZONA,AZ,BASIS Scottsdale,40060803115,10400 N. 128th St,,,Scottsdale,AZ,1,Open,Yes,04,12,Other
2016-2017,ARIZONA,AZ,Bradley Academy of Excellence,40060903117,200 North Dysart Road,,,Avondale,AZ,1,Open,Yes,PK,08,Elementary
2016-2017,ARIZONA,AZ,Desert Heights Charter School,40061002056,5821 West Beverly Lane,,,Glendale,AZ,1,Open,Yes,KG,04,Elementary
2016-2017,ARIZONA,AZ,Desert Heights Preparatory Academy,40061003363,3540 West Union Hills Drive,,,Glendale,AZ,1,Open,Yes,05,12,Other
2016-2017,ARIZONA,AZ,Adventure School,40061302553,5757 E. Pima Street,,,Tucson,AZ,1,Open,Yes,KG,05,Elementary
2016-2017,ARIZONA,AZ,Academy Adventures Primary School,40061303135,3902 North Flowing Wells Road,,,Tucson,AZ,1,Open,Yes,KG,05,Elementary
2016-2017,ARIZONA,AZ,Phoenix College Preparatory Academy,40061403158,1202 West Thomas Road,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,New School for the Arts Middle School,40061603094,1216 E. Apache Blvd,,,Tempe,AZ,1,Open,Yes,06,08,Middle
2016-2017,ARIZONA,AZ,South Pointe High School,40061803095,8325 South Central Avenue,,,Phoenix,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Alta Vista High School,40061903097,5040 S. Campbell Avenue,,,Tucson,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Pinnacle High School - Tempe,40062100688,2224 W. Southern Ave.  Suite #,,,Tempe,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Pinnacle Online High School,40062103161,4700 S. McClintock Dr.,Unit 140,,Tempe,AZ,1,Open,Yes,06,12,Other
2016-2017,ARIZONA,AZ,Pinnacle Charter High School,40062502157,2055 N. Grand Ave,,,Nogales,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Pinnacle High School - Casa Grande,40062601886,409 W. McMurray Blvd,,,Casa Grande,AZ,1,Open,Yes,09,12,High
2016-2017,ARIZONA,AZ,Patriot Academy,40063103103,19011 E. San Tan Blvd. Suite 1,,,Queen Creek,AZ,1,Open,Yes,KG,08,Elementary
